date,district,n_battles,n_explosions,n_protests,n_riots,n_strategicdev,n_violcivilians,n_conflict_total
2016-11-01,Jamaame,1.0,,,,,,1.0
2016-12-01,Jamaame,,,,,,1.0,1.0
2017-02-01,Jamaame,,,,,,1.0,1.0
2017-03-01,Jamaame,1.0,1.0,,,,,2.0
2017-08-01,Jamaame,,,,,,1.0,1.0
2017-10-01,Jamaame,1.0,,,,,,1.0
2018-01-01,Jamaame,3.0,1.0,,,,,4.0
2018-02-01,Jamaame,1.0,1.0,,,,,2.0
2018-03-01,Jamaame,3.0,2.0,,,,,5.0
2018-04-01,Jamaame,1.0,1.0,,,,,2.0
2018-05-01,Jamaame,1.0,,,,,,1.0
2018-06-01,Jamaame,3.0,4.0,,,,,7.0
2018-07-01,Jamaame,4.0,,,,,,4.0
2018-08-01,Jamaame,,1.0,,,,,1.0
2018-09-01,Jamaame,1.0,,,,,,1.0
2018-10-01,Jamaame,4.0,2.0,,,,,6.0
2018-11-01,Jamaame,2.0,,,,,,2.0
2019-02-01,Jamaame,1.0,,,,,,1.0
2019-03-01,Jamaame,1.0,1.0,,,,,2.0
2019-04-01,Jamaame,,1.0,,,,,1.0
2019-06-01,Jamaame,2.0,,,,,,2.0
2019-07-01,Jamaame,,1.0,,,,1.0,2.0
2019-08-01,Jamaame,1.0,,,,,,1.0
2019-09-01,Jamaame,1.0,1.0,,,,,2.0
2019-10-01,Jamaame,1.0,1.0,,,,,2.0
2019-12-01,Jamaame,1.0,,,,,,1.0
2020-01-01,Jamaame,1.0,1.0,,,,1.0,3.0
2020-02-01,Jamaame,1.0,,,,,,1.0
2020-04-01,Jamaame,,2.0,,,,1.0,3.0
2020-05-01,Jamaame,1.0,2.0,,,,,3.0
2020-06-01,Jamaame,1.0,,,,,,1.0
2020-07-01,Jamaame,3.0,,,,,,3.0
2020-08-01,Jamaame,2.0,,,,,,2.0
2020-09-01,Jamaame,1.0,,,,,,1.0
2020-11-01,Jamaame,1.0,,,,,,1.0
2020-12-01,Jamaame,1.0,,,,,,1.0
2021-01-01,Jamaame,1.0,2.0,,,,1.0,4.0
2021-02-01,Jamaame,4.0,1.0,,,,,5.0
2021-04-01,Jamaame,3.0,,,,,,3.0
2021-07-01,Jamaame,1.0,,,,,,1.0
2021-08-01,Jamaame,,,,,,1.0,1.0
2021-10-01,Jamaame,,,,,,2.0,2.0
2018-11-01,Jariiban,,,,,,1.0,1.0
2018-12-01,Jariiban,,,,,,1.0,1.0
2019-01-01,Jariiban,1.0,,,,,,1.0
2019-02-01,Jariiban,,,,,,2.0,2.0
2019-05-01,Jariiban,1.0,,,,,,1.0
2019-07-01,Jariiban,1.0,,,,,1.0,2.0
2019-09-01,Jariiban,,,,,,1.0,1.0
2019-11-01,Jariiban,,,,,,1.0,1.0
2019-12-01,Jariiban,1.0,,,,,1.0,2.0
2020-03-01,Jariiban,,,,,,1.0,1.0
2021-07-01,Jariiban,1.0,,,,,1.0,2.0
2016-10-01,Jilib,,1.0,,,,1.0,2.0
2016-11-01,Jilib,1.0,,,,1.0,1.0,3.0
2016-12-01,Jilib,,2.0,,,,,2.0
2017-01-01,Jilib,,,,,,1.0,1.0
2017-04-01,Jilib,,1.0,,,,,1.0
2017-06-01,Jilib,,1.0,,,,,1.0
2017-07-01,Jilib,2.0,1.0,,,,1.0,4.0
2017-08-01,Jilib,,1.0,,,,,1.0
2017-09-01,Jilib,,1.0,,,,,1.0
2017-11-01,Jilib,1.0,,,,,,1.0
2018-02-01,Jilib,1.0,4.0,,,2.0,3.0,10.0
2018-03-01,Jilib,,1.0,,,,,1.0
2018-04-01,Jilib,,2.0,,,,,2.0
2018-06-01,Jilib,1.0,,,,1.0,,2.0
2018-08-01,Jilib,2.0,1.0,,,,1.0,4.0
2018-09-01,Jilib,,1.0,,,,,1.0
2018-10-01,Jilib,,1.0,,,,1.0,2.0
2018-11-01,Jilib,1.0,,,,,,1.0
2018-12-01,Jilib,1.0,1.0,,,,,2.0
2019-01-01,Jilib,,2.0,,,,,2.0
2019-02-01,Jilib,,1.0,,,,1.0,2.0
2019-04-01,Jilib,,1.0,,,,,1.0
2019-05-01,Jilib,1.0,1.0,,,,,2.0
2019-06-01,Jilib,2.0,4.0,,,,,6.0
2019-07-01,Jilib,,2.0,,,,,2.0
2019-08-01,Jilib,,3.0,,,,,3.0
2019-09-01,Jilib,1.0,2.0,,,,,3.0
2019-11-01,Jilib,,6.0,,,,,6.0
2019-12-01,Jilib,,1.0,,,,,1.0
2020-01-01,Jilib,,3.0,,,1.0,,4.0
2020-02-01,Jilib,,5.0,,,,,5.0
2020-03-01,Jilib,,2.0,,,,,2.0
2020-04-01,Jilib,1.0,1.0,,,,,2.0
2020-05-01,Jilib,,3.0,,,,,3.0
2020-07-01,Jilib,1.0,1.0,,,2.0,,4.0
2020-09-01,Jilib,,1.0,,,,1.0,2.0
2020-11-01,Jilib,,,1.0,,,1.0,2.0
2020-12-01,Jilib,1.0,1.0,,,,,2.0
2021-01-01,Jilib,,1.0,,,1.0,,2.0
2021-02-01,Jilib,,,,,,2.0,2.0
2021-03-01,Jilib,,1.0,,,,1.0,2.0
2021-06-01,Jilib,,,,,,2.0,2.0
2016-10-01,Jowhar,3.0,2.0,,,1.0,,6.0
2016-11-01,Jowhar,6.0,5.0,1.0,,1.0,1.0,14.0
2016-12-01,Jowhar,7.0,5.0,,,1.0,,13.0
2017-01-01,Jowhar,9.0,10.0,,,,2.0,21.0
2017-02-01,Jowhar,2.0,2.0,,,2.0,,6.0
2017-03-01,Jowhar,3.0,6.0,,,2.0,4.0,15.0
2017-04-01,Jowhar,2.0,2.0,2.0,,,5.0,11.0
2017-05-01,Jowhar,2.0,9.0,,,,2.0,13.0
2017-06-01,Jowhar,9.0,11.0,,,1.0,1.0,22.0
2017-07-01,Jowhar,1.0,3.0,,,1.0,1.0,6.0
2017-08-01,Jowhar,8.0,13.0,,,2.0,3.0,26.0
2017-09-01,Jowhar,5.0,5.0,,,1.0,1.0,12.0
2017-10-01,Jowhar,1.0,4.0,,,1.0,6.0,12.0
2017-11-01,Jowhar,1.0,1.0,,,,1.0,3.0
2017-12-01,Jowhar,2.0,,,,,1.0,3.0
2018-01-01,Jowhar,6.0,,,,1.0,1.0,8.0
2018-02-01,Jowhar,2.0,,,,1.0,,3.0
2018-03-01,Jowhar,10.0,,,,2.0,1.0,13.0
2018-04-01,Jowhar,1.0,4.0,,,5.0,,10.0
2018-05-01,Jowhar,3.0,,,,,1.0,4.0
2018-07-01,Jowhar,3.0,,,,,5.0,8.0
2018-08-01,Jowhar,1.0,1.0,,,,,2.0
2018-09-01,Jowhar,2.0,1.0,,,,2.0,5.0
2018-10-01,Jowhar,4.0,1.0,,,1.0,2.0,8.0
2018-11-01,Jowhar,2.0,1.0,,,,1.0,4.0
2018-12-01,Jowhar,,2.0,,,2.0,3.0,7.0
2019-01-01,Jowhar,3.0,2.0,,,1.0,1.0,7.0
2019-02-01,Jowhar,2.0,2.0,,,,,4.0
2019-03-01,Jowhar,2.0,2.0,,,2.0,,6.0
2019-04-01,Jowhar,,3.0,,,1.0,3.0,7.0
2019-05-01,Jowhar,3.0,3.0,1.0,,,,7.0
2019-06-01,Jowhar,5.0,3.0,1.0,,1.0,6.0,16.0
2019-07-01,Jowhar,1.0,2.0,,,1.0,3.0,7.0
2019-08-01,Jowhar,4.0,1.0,1.0,,1.0,2.0,9.0
2019-09-01,Jowhar,2.0,5.0,,,3.0,2.0,12.0
2019-10-01,Jowhar,2.0,,1.0,,1.0,4.0,8.0
2019-11-01,Jowhar,3.0,,,,1.0,1.0,5.0
2019-12-01,Jowhar,3.0,3.0,,,1.0,2.0,9.0
2020-01-01,Jowhar,1.0,3.0,,,2.0,3.0,9.0
2020-02-01,Jowhar,6.0,4.0,,,1.0,2.0,13.0
2020-03-01,Jowhar,5.0,6.0,,,1.0,1.0,13.0
2020-04-01,Jowhar,3.0,4.0,,,,2.0,9.0
2020-05-01,Jowhar,,1.0,,,,2.0,3.0
2020-06-01,Jowhar,7.0,2.0,,,,,9.0
2020-07-01,Jowhar,2.0,2.0,,,,3.0,7.0
2020-08-01,Jowhar,3.0,,,,2.0,2.0,7.0
2020-09-01,Jowhar,1.0,1.0,,,,1.0,3.0
2020-10-01,Jowhar,1.0,3.0,1.0,,2.0,2.0,9.0
2020-11-01,Jowhar,1.0,3.0,,,,1.0,5.0
2020-12-01,Jowhar,3.0,7.0,,,,1.0,11.0
2021-01-01,Jowhar,2.0,,,,1.0,,3.0
2021-02-01,Jowhar,2.0,4.0,,,,1.0,7.0
2021-03-01,Jowhar,7.0,3.0,,,,,10.0
2021-04-01,Jowhar,5.0,2.0,,,1.0,,8.0
2021-05-01,Jowhar,13.0,3.0,2.0,,,1.0,19.0
2021-06-01,Jowhar,9.0,6.0,,,1.0,1.0,17.0
2021-07-01,Jowhar,1.0,2.0,,,1.0,2.0,6.0
2021-08-01,Jowhar,1.0,2.0,,,,,3.0
2021-09-01,Jowhar,3.0,7.0,,,,1.0,11.0
2021-10-01,Jowhar,,1.0,,,,,1.0
2016-10-01,Kismaayo,3.0,2.0,,,1.0,1.0,7.0
2016-11-01,Kismaayo,4.0,4.0,,,,3.0,11.0
2016-12-01,Kismaayo,15.0,3.0,,,5.0,5.0,28.0
2017-01-01,Kismaayo,5.0,8.0,,,5.0,1.0,19.0
2017-02-01,Kismaayo,1.0,3.0,,,4.0,1.0,9.0
2017-03-01,Kismaayo,3.0,2.0,,,3.0,1.0,9.0
2017-04-01,Kismaayo,2.0,2.0,,2.0,2.0,,8.0
2017-05-01,Kismaayo,,5.0,,,,,5.0
2017-06-01,Kismaayo,5.0,3.0,,,,2.0,10.0
2017-07-01,Kismaayo,5.0,8.0,,,2.0,,15.0
2017-08-01,Kismaayo,1.0,9.0,,,,1.0,11.0
2017-09-01,Kismaayo,3.0,4.0,1.0,,,4.0,12.0
2017-10-01,Kismaayo,8.0,2.0,1.0,,,5.0,16.0
2017-11-01,Kismaayo,1.0,2.0,,,,2.0,5.0
2017-12-01,Kismaayo,,2.0,,,1.0,,3.0
2018-01-01,Kismaayo,4.0,2.0,1.0,1.0,2.0,,10.0
2018-02-01,Kismaayo,7.0,1.0,,1.0,,1.0,10.0
2018-03-01,Kismaayo,7.0,3.0,,,,1.0,11.0
2018-04-01,Kismaayo,11.0,2.0,,,,1.0,14.0
2018-05-01,Kismaayo,2.0,3.0,,,,,5.0
2018-06-01,Kismaayo,8.0,1.0,,,,,9.0
2018-07-01,Kismaayo,4.0,1.0,,,2.0,,7.0
2018-08-01,Kismaayo,7.0,,,,,1.0,8.0
2018-09-01,Kismaayo,4.0,,,,1.0,4.0,9.0
2018-10-01,Kismaayo,3.0,2.0,,,,3.0,8.0
2018-11-01,Kismaayo,4.0,3.0,,,1.0,3.0,11.0
2018-12-01,Kismaayo,1.0,1.0,,,1.0,3.0,6.0
2019-01-01,Kismaayo,3.0,4.0,,,,1.0,8.0
2019-02-01,Kismaayo,2.0,4.0,,,2.0,2.0,10.0
2019-03-01,Kismaayo,3.0,2.0,,,1.0,2.0,8.0
2019-04-01,Kismaayo,2.0,1.0,,,,,3.0
2019-05-01,Kismaayo,6.0,4.0,,,,,10.0
2019-06-01,Kismaayo,,,,,,2.0,2.0
2019-07-01,Kismaayo,4.0,2.0,,,1.0,1.0,8.0
2019-08-01,Kismaayo,5.0,5.0,1.0,,,1.0,12.0
2019-09-01,Kismaayo,3.0,3.0,,,,1.0,7.0
2019-10-01,Kismaayo,2.0,5.0,1.0,,1.0,2.0,11.0
2019-11-01,Kismaayo,2.0,5.0,,,1.0,4.0,12.0
2019-12-01,Kismaayo,10.0,4.0,1.0,,1.0,1.0,17.0
2020-01-01,Kismaayo,7.0,1.0,,,,,8.0
2020-02-01,Kismaayo,7.0,3.0,1.0,,1.0,1.0,13.0
2020-03-01,Kismaayo,8.0,1.0,,,2.0,2.0,13.0
2020-04-01,Kismaayo,3.0,1.0,,,,2.0,6.0
2020-05-01,Kismaayo,5.0,,,,,1.0,6.0
2020-06-01,Kismaayo,2.0,1.0,,,1.0,,4.0
2020-07-01,Kismaayo,5.0,9.0,,,,,14.0
2020-08-01,Kismaayo,15.0,2.0,,,1.0,2.0,20.0
2020-09-01,Kismaayo,4.0,5.0,,,,,9.0
2020-10-01,Kismaayo,8.0,4.0,,,,,12.0
2020-11-01,Kismaayo,5.0,2.0,1.0,,,4.0,12.0
2020-12-01,Kismaayo,9.0,2.0,,,1.0,4.0,16.0
2021-01-01,Kismaayo,11.0,4.0,,,,1.0,16.0
2021-02-01,Kismaayo,5.0,3.0,,,,1.0,9.0
2021-03-01,Kismaayo,7.0,1.0,,,,,8.0
2021-04-01,Kismaayo,8.0,1.0,,,,,9.0
2021-05-01,Kismaayo,5.0,2.0,,,1.0,,8.0
2021-06-01,Kismaayo,4.0,1.0,,,,,5.0
2021-07-01,Kismaayo,6.0,5.0,,,,,11.0
2021-08-01,Kismaayo,7.0,3.0,,,,1.0,11.0
2021-09-01,Kismaayo,5.0,5.0,1.0,,,3.0,14.0
2021-10-01,Kismaayo,2.0,,,,,,2.0
2016-12-01,Kurtunwaarey,,,,,,1.0,1.0
2017-01-01,Kurtunwaarey,,,,,1.0,1.0,2.0
2017-02-01,Kurtunwaarey,,1.0,,,,,1.0
2017-04-01,Kurtunwaarey,,1.0,,,,1.0,2.0
2017-05-01,Kurtunwaarey,,1.0,,,,1.0,2.0
2017-10-01,Kurtunwaarey,1.0,,,,,,1.0
2017-11-01,Kurtunwaarey,,,,,3.0,,3.0
2018-01-01,Kurtunwaarey,,,,,,1.0,1.0
2018-02-01,Kurtunwaarey,1.0,,,,1.0,,2.0
2018-03-01,Kurtunwaarey,2.0,,,,,,2.0
2019-02-01,Kurtunwaarey,1.0,,,,,,1.0
2019-04-01,Kurtunwaarey,,1.0,,,,,1.0
2019-07-01,Kurtunwaarey,,,,,,1.0,1.0
2020-08-01,Kurtunwaarey,2.0,1.0,,,,,3.0
2020-09-01,Kurtunwaarey,1.0,,,,,,1.0
2020-11-01,Kurtunwaarey,,,1.0,,,,1.0
2020-12-01,Kurtunwaarey,,,,,,1.0,1.0
2021-01-01,Kurtunwaarey,,1.0,,,,,1.0
2021-03-01,Kurtunwaarey,1.0,,,,,,1.0
2021-06-01,Kurtunwaarey,1.0,,,,,,1.0
2016-10-01,Laas Caanood,2.0,,1.0,1.0,,,4.0
2016-11-01,Laas Caanood,4.0,1.0,,,,3.0,8.0
2016-12-01,Laas Caanood,3.0,1.0,,,,1.0,5.0
2017-01-01,Laas Caanood,,,,,,3.0,3.0
2017-02-01,Laas Caanood,1.0,,,,,2.0,3.0
2017-03-01,Laas Caanood,2.0,,1.0,,,1.0,4.0
2017-04-01,Laas Caanood,2.0,,,,,,2.0
2017-05-01,Laas Caanood,1.0,,,1.0,,2.0,4.0
2017-06-01,Laas Caanood,1.0,,,,,1.0,2.0
2017-07-01,Laas Caanood,,3.0,,,,,3.0
2017-08-01,Laas Caanood,3.0,,1.0,,,,4.0
2017-09-01,Laas Caanood,1.0,,1.0,,,1.0,3.0
2017-10-01,Laas Caanood,1.0,,1.0,,,1.0,3.0
2017-11-01,Laas Caanood,1.0,,,1.0,,1.0,3.0
2017-12-01,Laas Caanood,1.0,,,,,,1.0
2018-01-01,Laas Caanood,3.0,1.0,1.0,,1.0,1.0,7.0
2018-02-01,Laas Caanood,,1.0,,1.0,,,2.0
2018-03-01,Laas Caanood,,,,,,1.0,1.0
2018-04-01,Laas Caanood,2.0,,,,,4.0,6.0
2018-05-01,Laas Caanood,7.0,2.0,,1.0,2.0,1.0,13.0
2018-06-01,Laas Caanood,8.0,4.0,1.0,1.0,2.0,2.0,18.0
2018-07-01,Laas Caanood,1.0,6.0,,,1.0,,8.0
2018-08-01,Laas Caanood,,1.0,,,,3.0,4.0
2018-09-01,Laas Caanood,1.0,3.0,1.0,,,,5.0
2018-10-01,Laas Caanood,2.0,,1.0,,,1.0,4.0
2018-11-01,Laas Caanood,1.0,1.0,,,2.0,,4.0
2018-12-01,Laas Caanood,2.0,,,,3.0,2.0,7.0
2019-01-01,Laas Caanood,3.0,,1.0,,1.0,1.0,6.0
2019-03-01,Laas Caanood,4.0,,,,,,4.0
2019-04-01,Laas Caanood,1.0,,,,,,1.0
2019-05-01,Laas Caanood,1.0,1.0,,,,2.0,4.0
2019-06-01,Laas Caanood,2.0,,,,,,2.0
2019-07-01,Laas Caanood,,,2.0,,,,2.0
2019-08-01,Laas Caanood,2.0,,1.0,1.0,,1.0,5.0
2019-09-01,Laas Caanood,,,1.0,1.0,,,2.0
2019-10-01,Laas Caanood,,1.0,,,,,1.0
2019-11-01,Laas Caanood,1.0,,,,,,1.0
2019-12-01,Laas Caanood,3.0,,,,,,3.0
2020-01-01,Laas Caanood,1.0,,,,,,1.0
2020-02-01,Laas Caanood,1.0,,,,,,1.0
2020-03-01,Laas Caanood,2.0,,,,,,2.0
2020-07-01,Laas Caanood,2.0,,,,,,2.0
2020-08-01,Laas Caanood,1.0,,,,,,1.0
2020-09-01,Laas Caanood,1.0,,,,,,1.0
2020-10-01,Laas Caanood,1.0,,,,,2.0,3.0
2020-11-01,Laas Caanood,1.0,1.0,,,,3.0,5.0
2020-12-01,Laas Caanood,,,,1.0,,,1.0
2021-01-01,Laas Caanood,,1.0,,,,,1.0
2021-02-01,Laas Caanood,,,1.0,,,2.0,3.0
2021-03-01,Laas Caanood,2.0,,,,,,2.0
2021-05-01,Laas Caanood,1.0,,,,,1.0,2.0
2021-07-01,Laas Caanood,1.0,,,,,3.0,4.0
2021-08-01,Laas Caanood,2.0,,,,,,2.0
2021-09-01,Laas Caanood,,,1.0,1.0,,1.0,3.0
2017-01-01,Laasqoray,1.0,,,,,,1.0
2017-04-01,Laasqoray,,,,,,1.0,1.0
2017-06-01,Laasqoray,,1.0,,,,,1.0
2017-10-01,Laasqoray,,,,,1.0,,1.0
2018-05-01,Laasqoray,,,1.0,,,,1.0
2018-09-01,Laasqoray,1.0,,,,,,1.0
2018-10-01,Laasqoray,,,,,1.0,,1.0
2018-12-01,Laasqoray,,,,,1.0,,1.0
2019-11-01,Laasqoray,2.0,,,,,,2.0
2020-02-01,Laasqoray,1.0,,,,,,1.0
2020-03-01,Laasqoray,1.0,,,,,,1.0
2020-06-01,Laasqoray,1.0,,,,1.0,,2.0
2020-12-01,Laasqoray,1.0,,,,,,1.0
2021-03-01,Laasqoray,1.0,,,,,,1.0
2016-10-01,Lughaye,,,1.0,,,,1.0
2016-12-01,Lughaye,,,1.0,,,,1.0
2019-09-01,Lughaye,,1.0,,,,,1.0
2019-11-01,Lughaye,1.0,,,,,,1.0
2017-01-01,Luuq,1.0,,,,,,1.0
2017-02-01,Luuq,,1.0,,,,,1.0
2017-03-01,Luuq,,1.0,,,,,1.0
2017-04-01,Luuq,,,,,,1.0,1.0
2017-05-01,Luuq,2.0,,,,,1.0,3.0
2017-06-01,Luuq,,1.0,,,,,1.0
2017-07-01,Luuq,,1.0,,,,1.0,2.0
2017-08-01,Luuq,1.0,,,,,,1.0
2017-09-01,Luuq,,,,,,2.0,2.0
2018-02-01,Luuq,,,,,,1.0,1.0
2018-03-01,Luuq,3.0,1.0,,,,,4.0
2018-07-01,Luuq,1.0,,,,,3.0,4.0
2018-09-01,Luuq,1.0,,,,,,1.0
2018-11-01,Luuq,,1.0,,,1.0,,2.0
2018-12-01,Luuq,1.0,1.0,,,1.0,1.0,4.0
2019-01-01,Luuq,,,,,,2.0,2.0
2019-05-01,Luuq,,,,,,1.0,1.0
2019-07-01,Luuq,1.0,1.0,,,,,2.0
2019-09-01,Luuq,,,1.0,,,,1.0
2020-01-01,Luuq,,1.0,,,,,1.0
2020-02-01,Luuq,,,,,,1.0,1.0
2020-04-01,Luuq,1.0,2.0,,,,1.0,4.0
2020-06-01,Luuq,1.0,1.0,,,,1.0,3.0
2020-08-01,Luuq,2.0,,,,,1.0,3.0
2020-09-01,Luuq,,,1.0,,,,1.0
2020-11-01,Luuq,,1.0,1.0,,,,2.0
2020-12-01,Luuq,,,,,,1.0,1.0
2021-01-01,Luuq,2.0,1.0,,,,1.0,4.0
2021-02-01,Luuq,3.0,,1.0,,,,4.0
2021-03-01,Luuq,1.0,,,,,2.0,3.0
2021-05-01,Luuq,1.0,,,,,,1.0
2021-07-01,Luuq,1.0,,,,,,1.0
2021-08-01,Luuq,1.0,,,,,,1.0
2021-09-01,Luuq,,2.0,,,,,2.0
2016-10-01,Marka,9.0,5.0,,,5.0,6.0,25.0
2016-11-01,Marka,8.0,1.0,,,1.0,2.0,12.0
2016-12-01,Marka,9.0,7.0,,,,5.0,21.0
2017-01-01,Marka,8.0,7.0,,,1.0,2.0,18.0
2017-02-01,Marka,5.0,1.0,,,,2.0,8.0
2017-03-01,Marka,1.0,,,,,1.0,2.0
2017-04-01,Marka,6.0,3.0,,,,1.0,10.0
2017-05-01,Marka,10.0,6.0,,,2.0,2.0,20.0
2017-06-01,Marka,7.0,2.0,,,1.0,,10.0
2017-07-01,Marka,5.0,2.0,,,2.0,1.0,10.0
2017-08-01,Marka,11.0,1.0,,,1.0,2.0,15.0
2017-09-01,Marka,6.0,5.0,,,,3.0,14.0
2017-10-01,Marka,4.0,6.0,,,1.0,3.0,14.0
2017-11-01,Marka,5.0,4.0,,,1.0,1.0,11.0
2017-12-01,Marka,3.0,3.0,,,1.0,1.0,8.0
2018-01-01,Marka,9.0,8.0,,,1.0,,18.0
2018-02-01,Marka,6.0,3.0,,,,,9.0
2018-03-01,Marka,6.0,3.0,,,1.0,,10.0
2018-04-01,Marka,7.0,2.0,,,,,9.0
2018-05-01,Marka,7.0,6.0,,,2.0,2.0,17.0
2018-06-01,Marka,5.0,6.0,,,1.0,,12.0
2018-07-01,Marka,1.0,1.0,,,,,2.0
2018-08-01,Marka,15.0,5.0,,,1.0,,21.0
2018-09-01,Marka,9.0,6.0,,,,1.0,16.0
2018-10-01,Marka,8.0,1.0,,,1.0,2.0,12.0
2018-11-01,Marka,6.0,2.0,,,,1.0,9.0
2018-12-01,Marka,2.0,8.0,,,1.0,,11.0
2019-01-01,Marka,5.0,3.0,,,,1.0,9.0
2019-02-01,Marka,6.0,5.0,,,,,11.0
2019-03-01,Marka,7.0,3.0,,,1.0,,11.0
2019-04-01,Marka,7.0,3.0,,,,,10.0
2019-05-01,Marka,4.0,4.0,,,1.0,2.0,11.0
2019-06-01,Marka,7.0,2.0,,,,,9.0
2019-07-01,Marka,9.0,,,,2.0,,11.0
2019-08-01,Marka,8.0,3.0,,,,,11.0
2019-09-01,Marka,12.0,3.0,,,,1.0,16.0
2019-10-01,Marka,3.0,3.0,,,,,6.0
2019-11-01,Marka,11.0,3.0,,,1.0,1.0,16.0
2019-12-01,Marka,5.0,1.0,,,,,6.0
2020-01-01,Marka,7.0,1.0,,,,,8.0
2020-02-01,Marka,7.0,2.0,,,,1.0,10.0
2020-03-01,Marka,6.0,15.0,,,1.0,,22.0
2020-04-01,Marka,8.0,2.0,,,,,10.0
2020-05-01,Marka,11.0,3.0,,,,,14.0
2020-06-01,Marka,14.0,1.0,,,,,15.0
2020-07-01,Marka,10.0,2.0,,,,,12.0
2020-08-01,Marka,15.0,2.0,,,1.0,,18.0
2020-09-01,Marka,10.0,1.0,,,,,11.0
2020-10-01,Marka,7.0,2.0,,,,,9.0
2020-11-01,Marka,17.0,2.0,,,,,19.0
2020-12-01,Marka,23.0,1.0,,,,,24.0
2021-01-01,Marka,5.0,8.0,,,,1.0,14.0
2021-02-01,Marka,16.0,6.0,,,,,22.0
2021-03-01,Marka,13.0,5.0,,,,,18.0
2021-04-01,Marka,15.0,1.0,,,,,16.0
2021-05-01,Marka,12.0,1.0,,,,,13.0
2021-06-01,Marka,18.0,6.0,,,,,24.0
2021-07-01,Marka,6.0,5.0,,,,,11.0
2021-08-01,Marka,5.0,6.0,2.0,,,,13.0
2021-09-01,Marka,15.0,3.0,,,,,18.0
2021-10-01,Marka,8.0,,,,,,8.0
2017-03-01,Owdweyne,,,1.0,,1.0,,2.0
2017-10-01,Owdweyne,,,,,,1.0,1.0
2017-11-01,Owdweyne,,,,1.0,,,1.0
2018-01-01,Owdweyne,,,1.0,,,,1.0
2018-10-01,Owdweyne,,1.0,,,,,1.0
2019-05-01,Owdweyne,,2.0,,,,,2.0
2019-06-01,Owdweyne,,1.0,,,,,1.0
2019-07-01,Owdweyne,,1.0,,,,,1.0
2019-10-01,Owdweyne,,1.0,,,,,1.0
2021-03-01,Owdweyne,1.0,,,,,,1.0
2021-04-01,Owdweyne,1.0,,,,,,1.0
2016-10-01,Qandala,1.0,,,,1.0,,2.0
2016-11-01,Qandala,2.0,3.0,,,,,5.0
2016-12-01,Qandala,5.0,2.0,,,,,7.0
2017-01-01,Qandala,1.0,,1.0,,,1.0,3.0
2017-02-01,Qandala,1.0,,,,1.0,,2.0
2017-03-01,Qandala,1.0,1.0,,,,,2.0
2017-04-01,Qandala,,,,,1.0,,1.0
2017-05-01,Qandala,1.0,,1.0,,,,2.0
2017-06-01,Qandala,2.0,,,,2.0,2.0,6.0
2017-10-01,Qandala,1.0,,,,,1.0,2.0
2017-11-01,Qandala,1.0,4.0,,,,1.0,6.0
2018-02-01,Qandala,1.0,,,,,,1.0
2018-03-01,Qandala,,,,,1.0,,1.0
2018-04-01,Qandala,,1.0,,,,,1.0
2018-05-01,Qandala,1.0,1.0,,,,,2.0
2018-06-01,Qandala,,,,,,1.0,1.0
2018-12-01,Qandala,2.0,,,,,,2.0
2019-01-01,Qandala,1.0,,,,,,1.0
2019-02-01,Qandala,1.0,,,,,,1.0
2019-04-01,Qandala,1.0,,,,,,1.0
2019-05-01,Qandala,1.0,,,,,,1.0
2020-07-01,Qandala,1.0,,,,,,1.0
2021-03-01,Qandala,1.0,,,,,,1.0
2021-04-01,Qandala,1.0,1.0,,,,,2.0
2021-06-01,Qandala,1.0,2.0,,,,,3.0
2021-07-01,Qandala,2.0,,,,,,2.0
2021-08-01,Qandala,,1.0,,,,1.0,2.0
2016-10-01,Qansax Dheere,1.0,1.0,,,1.0,,3.0
2017-02-01,Qansax Dheere,1.0,,,,,1.0,2.0
2017-03-01,Qansax Dheere,1.0,,,,,1.0,2.0
2017-05-01,Qansax Dheere,,1.0,,,,,1.0
2017-06-01,Qansax Dheere,2.0,,,,,1.0,3.0
2017-07-01,Qansax Dheere,1.0,,,,1.0,,2.0
2017-08-01,Qansax Dheere,,2.0,,,1.0,,3.0
2017-12-01,Qansax Dheere,2.0,,,,,,2.0
2018-01-01,Qansax Dheere,,1.0,,,,2.0,3.0
2018-02-01,Qansax Dheere,2.0,1.0,,,,,3.0
2018-03-01,Qansax Dheere,1.0,1.0,,,1.0,,3.0
2018-05-01,Qansax Dheere,,1.0,,,1.0,1.0,3.0
2018-06-01,Qansax Dheere,2.0,,,,,1.0,3.0
2018-07-01,Qansax Dheere,1.0,,,,,,1.0
2018-10-01,Qansax Dheere,1.0,,,,,1.0,2.0
2019-01-01,Qansax Dheere,1.0,,,,,,1.0
2019-03-01,Qansax Dheere,,2.0,,,,,2.0
2019-04-01,Qansax Dheere,,1.0,,,,,1.0
2019-05-01,Qansax Dheere,2.0,,,,,,2.0
2019-06-01,Qansax Dheere,,3.0,,,,,3.0
2019-07-01,Qansax Dheere,,1.0,,,,,1.0
2019-09-01,Qansax Dheere,,1.0,,,,,1.0
2019-10-01,Qansax Dheere,,,,,,1.0,1.0
2019-12-01,Qansax Dheere,2.0,,,,,,2.0
2020-03-01,Qansax Dheere,,1.0,,,,,1.0
2020-05-01,Qansax Dheere,1.0,,,,,1.0,2.0
2020-06-01,Qansax Dheere,1.0,,,,,,1.0
2020-08-01,Qansax Dheere,1.0,1.0,,,1.0,,3.0
