date,district,rainfall,ndvi_score,Price of water,Sorghum prices,Maize prices,Red Rice prices,New Admissions (GAM),Measles Cases,AWD/cholera cases,AWD/Cholera deaths,Malaria Cases,Insecurity - Incidents,Insecurity - Fatalities,Displacement (arrivals),Displacement (departures),Total alarms
2021-09-01,Ceerigaabo,16.54,0.16,50.0,,,22,428.0,,,,,1.0,1.0,300 - 400,300 - 400,6
2021-09-01,Ceel Afweyn,56.73,0.16,,,,8,74.0,,,,,,,0 - 100,0 - 100,1
2021-09-01,Laasqoray,46.73,0.18,,,,,27.0,,,,,,,800 - 900,800 - 900,0
2021-09-01,Bossaso,26.35,0.17,15.0,38.5,,28.5,1.545,,,,,1.0,0.0,600 - 700,0 - 100,6
2021-09-01,Bandarbeyla,15.69,0.13,36.0,,,30.5,5.0,,,,,,,0 - 100,200 - 300,3
2021-09-01,Caluula,3.98,0.19,36.0,,,36,59.0,,,,,,,,200 - 300,3
2021-09-01,Iskushuban,7.87,0.15,32.0,,,32,36.0,,,,,1.0,0.0,200 - 300,0 - 100,2
2021-09-01,Qandala,6.11,0.2,,,,,31.0,,,,,,,,100 - 200,1
2021-09-01,Qardho,15.64,0.14,,,,,40.0,,,,,,,1200 - 1300,600 - 700,0
2021-09-01,Garoowe,11.78,0.13,21.75,42.0,40.0,27.25,141.0,,,,,1.0,1.0,200 - 300,600 - 700,7
2021-09-01,Burtinle,4.34,0.17,,,,28.25,7.0,,,,,,,300 - 400,,1
2021-09-01,Eyl,3.75,0.15,,,28.0,29.25,197.0,,,,,,,100 - 200,100 - 200,1
2021-09-01,Gaalkacyo,2.95,0.17,32.0,19.0,14.0,28,330.0,41.0,49.0,,,1.0,1.0,400 - 500,700 - 800,7
2021-09-01,Galdogob,2.06,0.19,,,,,53.0,,,,,1.0,5.0,300 - 400,300 - 400,2
2021-09-01,Hobyo,3.0,0.15,,39.0,54.0,39,773.0,,,,,,,,0 - 100,3
2021-09-01,Jariiban,2.34,0.15,,,30.0,30,35.0,,,,,,,0 - 100,0 - 100,1
2021-09-01,Xarardheere,2.26,0.17,9.0,9.5,13.5,17.75,64.0,,,,,,,,300 - 400,2
2021-09-01,Dhuusamarreeb,1.19,0.2,10.0,24.0,25.0,28,136.0,,39.0,,,5.0,1.0,1600 - 1700,1600 - 1700,6
2021-09-01,Cabudwaaq,2.3,0.2,10.0,15.6,18.0,26,441.0,,,,,5.0,15.0,,0 - 100,4
2021-09-01,Cadaado,5.18,0.18,,,,,,11.0,2.0,,,1.0,0.0,,0 - 100,1
2021-09-01,Ceel Buur,2.86,0.2,,,,,,,,,,,,,,0
2021-09-01,Ceel Dheer,1.58,0.2,12.75,12.875,,17.75,222.0,,,,,,,100 - 200,,1
2021-09-01,Belet Weyne,1.03,0.22,25.0,17.375,14.0,17,1.668,3.0,1.0,,30.0,12.0,6.0,1700 - 1800,1700 - 1800,8
2021-09-01,Bulo Burto,3.22,0.23,12.0,15.0,14.0,20,1.692,67.0,,,,3.0,2.0,,0 - 100,8
2021-09-01,Jalalaqsi,2.36,0.24,,12.0,13.0,20,756.0,,,,,,,,0 - 100,4
2021-09-01,Jowhar,1.56,0.25,15.75,10.0,8.25,16.75,396.0,13.0,,,,11.0,7.0,700 - 800,1800 - 1900,9
2021-09-01,Adan Yabaal,2.57,0.21,15.0,22.0,,34.5,,,,,,,,200 - 300,200 - 300,1
2021-09-01,Balcad,1.05,0.32,,7.0,10.0,16,669.0,14.0,37.0,,,2.0,0.0,200 - 300,1900 - 2000,5
2021-09-01,Cadale,5.46,0.19,,16.0,15.0,16,72.0,,,,,,,0 - 100,0 - 100,3
2021-09-01,Mogadishu,1.65,0.25,,9.95,12.0,12,10.281,225.0,12.0,,30.0,38.0,45.0,12300 - 12400,8800 - 8900,10
2021-09-01,Marka,13.85,0.37,51.0,11.5,10.275,15.5,409.0,33.0,10.0,,7.0,18.0,6.0,400 - 500,200 - 300,8
2021-09-01,Afgooye,9.48,0.27,,11.0,12.0,14.75,1.389,3.0,,,,27.0,15.0,300 - 400,400 - 500,7
2021-09-01,Baraawe,12.11,0.25,,,10.375,18,198.0,,,,,6.0,3.0,,0 - 100,8
2021-09-01,Kurtunwaarey,12.23,0.36,,,11.0,18,,1.0,4.0,,,,,0 - 100,100 - 200,4
2021-09-01,Qoryooley,10.88,0.32,15.0,10.75,8.5,17,161.0,,2.0,,1.0,3.0,0.0,,200 - 300,6
2021-09-01,Sablaale,12.39,0.38,,,,,,,,,,,,,200 - 300,0
2021-09-01,Wanla Weyn,4.75,0.22,6.5,8.0,8.0,15.5,,3.0,,,,1.0,0.0,100 - 200,100 - 200,7
2021-09-01,Baydhaba,5.35,0.3,25.0,10.0,11.075,16,1.696,238.0,20.0,,107.0,9.0,8.0,300 - 400,400 - 500,8
2021-09-01,Buur Hakaba,7.45,0.29,,8.375,10.0,17.5,527.0,,,,2.0,3.0,1.0,,0 - 100,7
2021-09-01,Diinsoor,7.8,0.28,35.0,7.75,8.75,26.5,195.0,,,,,,,200 - 300,500 - 600,4
2021-09-01,Qansax Dheere,3.27,0.26,35.0,8.0,9.0,25.5,554.0,8.0,25.0,,34.0,5.0,3.0,100 - 200,400 - 500,11
2021-09-01,Xudur,12.87,0.23,35.0,19.5,26.0,29,1.35,,,,1.0,8.0,1.0,400 - 500,500 - 600,7
2021-09-01,Ceel Barde,7.22,0.22,35.0,35.0,35.0,40,194.0,,,,,,,300 - 400,300 - 400,5
2021-09-01,Tayeeglow,5.95,0.27,,9.0,10.0,18,,,,,,,,,0 - 100,4
2021-09-01,Waajid,6.86,0.23,,14.0,14.0,40,330.0,,,,,5.0,0.0,,100 - 200,4
2021-09-01,Rab Dhuure,0.0,0.17,,,,,180.0,,,,,,,,0 - 100,0
2021-09-01,Garbahaarey,1.92,0.24,,,,,743.0,,,,,,,0 - 100,100 - 200,0
2021-09-01,Baardheere,7.04,0.26,8.0,12.75,13.75,19.25,19.0,,,,,4.0,1.0,0 - 100,300 - 400,8
2021-09-01,Belet Xaawo,1.45,0.25,22.0,20.0,20.0,20,1.018,,,,,2.0,1.0,200 - 300,100 - 200,8
2021-09-01,Ceel Waaq,4.45,0.28,14.0,15.5,16.25,22,502.0,,,,,10.0,5.0,100 - 200,200 - 300,7
2021-09-01,Doolow,1.04,0.17,,,,,1.33,,,,,,,100 - 200,0 - 100,1
2021-09-01,Luuq,2.11,0.18,8.0,14.0,14.0,22,175.0,,,,,2.0,0.0,200 - 300,0 - 100,6
2021-09-01,Bu'aale,13.75,0.32,42.5,13.75,14.0,18,,,,,,,,0 - 100,400 - 500,8
2021-09-01,Jilib,14.58,0.32,45.0,,14.0,18,,,,,,,,0 - 100,300 - 400,8
2021-09-01,Saakow,10.19,0.26,45.0,13.5,14.0,19,,,,,,,,400 - 500,400 - 500,8
2021-09-01,Kismaayo,19.57,0.34,52.0,,16.5,16,1.889,1.0,6.0,,7.0,14.0,9.0,200 - 300,0 - 100,7
2021-09-01,Afmadow,14.89,0.3,20.0,,13.5,20,562.0,,,,,2.0,0.0,3200 - 3300,0 - 100,4
2021-09-01,Badhaadhe,31.15,0.49,,,,,,,,,,10.0,6.0,200 - 300,200 - 300,2
2021-09-01,Jamaame,15.83,0.33,10.0,,9.725,18,,,,,,,,300 - 400,400 - 500,4
2021-08-01,Borama,79.71,0.31,5.0,4.5,4.1,6,714.0,,,,,,,200 - 300,100 - 200,4
2021-08-01,Baki,30.22,0.17,,,,,1.227,,,,,,,0 - 100,0 - 100,1
2021-08-01,Lughaye,2.94,0.11,,,,6.5,1.624,,,,,,,200 - 300,200 - 300,1
2021-08-01,Zeylac,10.42,0.12,5.0,5.0,,8.4,513.0,,,,,,,0 - 100,0 - 100,3
2021-08-01,Hargeysa,52.5,0.19,10.75,5.2,6.0,7,5.315,,,,,,,0 - 100,0 - 100,4
2021-08-01,Berbera,5.97,0.12,,,,,56.0,,,,,,,,0 - 100,0
2021-08-01,Gebiley,88.47,0.28,12.0,4.6,,10.4,1.597,,,,,,,,0 - 100,4
2021-08-01,Burco,7.46,0.18,10.0,5.4,5.56,5.24,505.0,,,,,,,0 - 100,100 - 200,2
2021-08-01,Buuhoodle,0.51,0.2,,,,,37.0,,,,,,,0 - 100,0 - 100,0
2021-08-01,Owdweyne,26.04,0.18,,,,,114.0,,,,,,,,0 - 100,0
2021-08-01,Sheikh,45.82,0.19,,,,,33.0,,,,,,,,,1
2021-08-01,Laas Caanood,0.5,0.14,80.0,,,29,327.0,,11.0,,,2.0,3.0,100 - 200,100 - 200,4
2021-08-01,Caynabo,1.98,0.16,,,,,649.0,,,,,,,100 - 200,100 - 200,1
2021-08-01,Taleex,1.75,0.13,,,,,33.0,,,,,,,,0 - 100,1
2021-08-01,Xudun,0.77,0.14,,,,32,,,,,,,,,,1
2021-08-01,Ceerigaabo,14.91,0.15,50.0,,,23,695.0,,,,,,,500 - 600,400 - 500,3
2021-08-01,Ceel Afweyn,4.74,0.15,,,,7.6,57.0,,,,,1.0,1.0,0 - 100,100 - 200,3
2021-08-01,Laasqoray,8.12,0.16,,,,,84.0,,,,,,,300 - 400,400 - 500,0
2021-08-01,Bossaso,8.35,0.16,15.0,37.6,,27,1.788,,,,,1.0,10.0,500 - 600,100 - 200,6
2021-08-01,Bandarbeyla,2.54,0.13,35.0,,,29.2,12.0,,,,,,,0 - 100,200 - 300,2
2021-08-01,Caluula,4.36,0.17,35.0,,,35,56.0,,,,,,,,100 - 200,2
2021-08-01,Iskushuban,4.94,0.13,30.0,,,29.8,58.0,,,,,,,100 - 200,100 - 200,1
2021-08-01,Qandala,10.13,0.17,,,,,48.0,,,,,2.0,1.0,,300 - 400,2
2021-08-01,Qardho,3.61,0.13,,,,,46.0,,,,,,,900 - 1000,300 - 400,0
2021-08-01,Garoowe,1.01,0.13,19.4,40.0,38.8,26.5,49.0,,,,,1.0,1.0,300 - 400,400 - 500,7
2021-08-01,Burtinle,0.89,0.17,,41.6,,27.5,319.0,,,,,,,100 - 200,100 - 200,3
2021-08-01,Eyl,0.5,0.14,,,,29.4,432.0,,,,,,,0 - 100,0 - 100,2
2021-08-01,Gaalkacyo,0.58,0.17,29.6,19.0,14.0,28,260.0,8.0,10.0,,,1.0,0.0,2100 - 2200,0 - 100,5
2021-08-01,Galdogob,0.37,0.19,,,,,49.0,,,,,,,100 - 200,200 - 300,0
2021-08-01,Hobyo,1.65,0.16,,39.0,54.0,39,62.0,,,,,6.0,45.0,500 - 600,100 - 200,5
2021-08-01,Jariiban,0.11,0.16,,44.0,27.5,28,32.0,,,,,,,,0 - 100,2
2021-08-01,Xarardheere,10.6,0.17,8.2,,12.8,18.2,63.0,,,,,12.0,140.0,200 - 300,4800 - 4900,4
2021-08-01,Dhuusamarreeb,1.71,0.19,10.0,,24.0,27.2,27.0,,30.0,,,4.0,6.0,800 - 900,0 - 100,5
2021-08-01,Cabudwaaq,3.22,0.2,10.0,15.6,18.0,26,,,,,,1.0,2.0,,0 - 100,4
2021-08-01,Cadaado,1.84,0.19,,,,,,38.0,3.0,,,1.0,0.0,12300 - 12400,11100 - 11100,3
2021-08-01,Ceel Buur,2.05,0.2,,,,,,,,,,1.0,1.0,,0 - 100,2
2021-08-01,Ceel Dheer,16.34,0.18,13.0,12.1,,18.8,462.0,,,,,,,,0 - 100,2
2021-08-01,Belet Weyne,5.95,0.21,25.0,17.0,14.8,17,3.76,3.0,,,21.0,10.0,12.0,600 - 700,400 - 500,7
2021-08-01,Bulo Burto,8.96,0.23,12.0,14.6,14.6,20,,3.0,,,,,,100 - 200,100 - 200,4
2021-08-01,Jalalaqsi,5.18,0.26,,12.0,13.0,20,,,,,,,,100 - 200,100 - 200,5
2021-08-01,Jowhar,6.06,0.28,16.0,8.4,10.4,17,709.0,1.0,,,,3.0,1.0,1800 - 1800,1800 - 1900,8
2021-08-01,Adan Yabaal,19.05,0.2,15.0,23.0,,33,,,,,,,,,,2
2021-08-01,Balcad,14.67,0.38,,9.0,14.0,15,556.0,5.0,37.0,,,3.0,0.0,,,5
2021-08-01,Cadale,16.21,0.25,,16.0,15.0,16,114.0,,,,,,,,0 - 100,5
2021-08-01,Mogadishu,24.75,0.2,,9.82,12.0,12.8,17.0,221.0,28.0,,14.0,42.0,34.0,1700 - 1800,400 - 500,8
2021-08-01,Marka,24.71,0.52,46.0,13.0,10.48,15.6,356.0,20.0,1.0,,17.0,11.0,3.0,500 - 600,300 - 400,7
2021-08-01,Afgooye,10.6,0.31,,10.867,12.6,14.2,2.393,3.0,,,,22.0,13.0,700 - 800,1100 - 1200,8
2021-08-01,Baraawe,27.83,0.36,,,9.0,18,166.0,,,,2.0,3.0,0.0,,0 - 100,3
2021-08-01,Kurtunwaarey,21.94,0.41,,,11.0,18,,3.0,2.0,,3.0,,,0 - 100,100 - 200,5
2021-08-01,Qoryooley,19.53,0.36,15.0,11.0,10.0,16.8,112.0,3.0,,,2.0,1.0,0.0,,200 - 300,8
2021-08-01,Sablaale,15.42,0.42,,,,,,,,,,,,,200 - 300,0
2021-08-01,Wanla Weyn,6.1,0.23,6.0,9.333,10.067,15,742.0,,,,,,,100 - 200,300 - 400,7
2021-08-01,Baydhaba,14.24,0.27,25.0,9.1,10.6,16,4.278,193.0,2.0,,174.0,12.0,12.0,3900 - 4000,4400 - 4400,7
2021-08-01,Buur Hakaba,14.31,0.26,,8.0,10.0,16.6,610.0,,,,1.0,1.0,0.0,,100 - 200,7
2021-08-01,Diinsoor,10.24,0.3,35.2,7.0,8.3,24.6,416.0,,,,,6.0,2.0,100 - 200,500 - 600,5
2021-08-01,Qansax Dheere,8.65,0.24,35.0,7.2,8.2,27.8,1.55,,48.0,,63.0,2.0,0.0,400 - 500,100 - 200,8
2021-08-01,Xudur,8.84,0.24,35.0,19.5,29.4,27.4,1.86,,,,,8.0,0.0,400 - 500,500 - 600,6
2021-08-01,Ceel Barde,11.47,0.22,35.0,35.0,35.0,40,192.0,,,,,,,300 - 400,400 - 500,4
2021-08-01,Tayeeglow,15.74,0.26,,8.6,9.9,18,,,,,,,,,200 - 300,4
2021-08-01,Waajid,8.43,0.23,,14.0,14.0,40,730.0,,,,,6.0,0.0,,100 - 200,5
2021-08-01,Rab Dhuure,2.52,0.16,,,,,260.0,,,,,,,,0 - 100,0
2021-08-01,Garbahaarey,5.68,0.23,,,,,2.567,,,,,1.0,0.0,100 - 200,100 - 200,1
2021-08-01,Baardheere,7.14,0.26,8.0,11.4,13.0,19.2,177.0,,,,,4.0,2.0,,400 - 500,9
2021-08-01,Belet Xaawo,5.46,0.25,22.0,19.0,19.2,19.4,1.174,,,,,1.0,0.0,300 - 400,100 - 200,2
2021-08-01,Ceel Waaq,8.11,0.28,14.0,15.8,17.0,22.2,271.0,,,,,3.0,0.0,,100 - 200,3
2021-08-01,Doolow,0.23,0.17,,,,,1.828,,,,,,,500 - 600,0 - 100,1
2021-08-01,Luuq,2.41,0.17,8.2,13.8,13.8,21.6,,,,,,1.0,0.0,200 - 300,0 - 100,5
2021-08-01,Bu'aale,15.06,0.36,41.0,13.4,14.1,18.5,,,,,,,,,200 - 300,8
2021-08-01,Jilib,27.51,0.41,45.0,,14.0,18.6,,,,,,,,,300 - 400,7
2021-08-01,Saakow,7.51,0.29,41.0,13.5,14.2,19,,,,,,,,600 - 700,200 - 300,7
2021-08-01,Kismaayo,21.1,0.35,50.4,,17.0,15.2,1.343,5.0,17.0,,5.0,11.0,18.0,200 - 300,0 - 100,8
2021-08-01,Afmadow,14.39,0.28,18.0,,12.0,21,1.66,,,,,6.0,1.0,1000 - 1100,0 - 100,5
2021-08-01,Badhaadhe,21.36,0.46,,,,,,,,,,9.0,61.0,100 - 200,100 - 200,2
2021-08-01,Jamaame,28.22,0.39,10.0,,11.0,19,,,,,,1.0,3.0,300 - 400,500 - 600,7
2021-07-01,Borama,47.13,0.21,6.0,3.75,4.0,6,229.0,,,,,,,100 - 200,100 - 200,5
2021-07-01,Baki,45.08,0.13,,,,,406.0,,,,,,,100 - 200,100 - 200,0
2021-07-01,Lughaye,15.08,0.09,,6.15,,6.5,681.0,,,,,,,0 - 100,0 - 100,1
2021-07-01,Zeylac,5.52,0.1,5.0,5.0,,10,118.0,,,,,,,0 - 100,0 - 100,2
2021-07-01,Hargeysa,18.26,0.17,10.0,5.375,6.0,7,1.119,,,,,,,0 - 100,0 - 100,3
2021-07-01,Berbera,21.12,0.1,,,,,42.0,,,,,,,,0 - 100,0
2021-07-01,Gebiley,5.91,0.2,10.667,4.167,,8.333,848.0,,,,,,,,0 - 100,3
2021-07-01,Burco,34.34,0.17,10.0,5.675,5.65,5.5,,,,,,,,0 - 100,100 - 200,1
2021-07-01,Buuhoodle,9.27,0.17,,,,,38.0,,,,,,,,0 - 100,0
2021-07-01,Owdweyne,2.93,0.16,,,,,91.0,,,,,,,,0 - 100,1
2021-07-01,Sheikh,14.95,0.15,,,,,25.0,,,,,,,,,0
2021-07-01,Laas Caanood,23.28,0.13,80.0,,,29,348.0,,,,,3.0,0.0,200 - 300,100 - 200,3
2021-07-01,Caynabo,0.01,0.14,,,,,233.0,,,,,,,100 - 200,0 - 100,0
2021-07-01,Taleex,6.02,0.13,,,,,49.0,,,,,,,0 - 100,0 - 100,0
2021-07-01,Xudun,0.43,0.13,,,,31.5,97.0,,,,,,,0 - 100,0 - 100,1
2021-07-01,Ceerigaabo,1.53,0.15,50.0,,,21.5,199.0,,,,,,,300 - 400,300 - 400,3
2021-07-01,Ceel Afweyn,3.19,0.13,,,,8,33.0,,,,,1.0,1.0,0 - 100,100 - 200,2
2021-07-01,Laasqoray,5.46,0.16,,,,,,,,,,,,800 - 900,800 - 900,0
2021-07-01,Bossaso,1.61,0.15,15.0,37.5,,26,754.0,,,,,,,200 - 300,0 - 100,4
2021-07-01,Bandarbeyla,0.69,0.13,35.0,,,29,3.0,,,,,,,0 - 100,200 - 300,3
2021-07-01,Caluula,0.0,0.18,35.0,,,34.25,57.0,,,,,,,,100 - 200,3
2021-07-01,Iskushuban,0.13,0.14,30.0,,,28.25,28.0,,,,,,,100 - 200,200 - 300,2
2021-07-01,Qandala,0.04,0.17,,,,,19.0,,,,,2.0,2.0,,100 - 200,2
2021-07-01,Qardho,0.87,0.13,,,,,1.0,,,,,,,900 - 1000,200 - 300,0
2021-07-01,Garoowe,0.18,0.13,18.25,40.5,37.5,26.625,81.0,,,,,1.0,1.0,500 - 600,500 - 600,7
2021-07-01,Burtinle,0.0,0.16,,40.25,,27.5,211.0,,,,,,,,0 - 100,2
2021-07-01,Eyl,0.0,0.14,,,38.0,29.25,149.0,,,,,,,,100 - 200,1
2021-07-01,Gaalkacyo,0.0,0.16,29.25,19.0,14.0,28,540.0,5.0,37.0,,,5.0,8.0,3000 - 3100,0 - 100,7
2021-07-01,Galdogob,0.11,0.17,,,,,226.0,,,,,2.0,3.0,200 - 300,300 - 400,2
2021-07-01,Hobyo,0.0,0.14,,39.0,54.0,39,85.0,,,,,12.0,94.0,1100 - 1200,4100 - 4200,5
2021-07-01,Jariiban,2.65,0.15,,42.5,,28.25,122.0,,,,,2.0,3.0,,0 - 100,5
2021-07-01,Xarardheere,0.03,0.14,8.0,,12.5,18,73.0,,,,,7.0,7.0,0 - 100,200 - 300,4
2021-07-01,Dhuusamarreeb,16.63,0.18,10.0,,22.5,25.25,486.0,,,,,4.0,17.0,300 - 400,200 - 300,5
2021-07-01,Cabudwaaq,4.33,0.19,10.0,15.6,18.0,26,140.0,,,,,,,100 - 200,,1
2021-07-01,Cadaado,3.39,0.16,,,,,179.0,14.0,9.0,,,,,,,1
2021-07-01,Ceel Buur,1.73,0.17,,,,,,,,,,,,,0 - 100,0
2021-07-01,Ceel Dheer,6.28,0.15,13.5,12.5,,17.75,327.0,,,,,,,,,3
2021-07-01,Belet Weyne,23.6,0.2,25.0,16.0,13.5,17,3.311,12.0,,,21.0,9.0,17.0,100 - 200,0 - 100,8
2021-07-01,Bulo Burto,8.44,0.21,12.0,15.0,15.0,20,,11.0,,,,7.0,18.0,,0 - 100,7
2021-07-01,Jalalaqsi,17.06,0.23,,13.0,14.0,22,,1.0,,,,,,100 - 200,100 - 200,4
2021-07-01,Jowhar,18.14,0.27,16.0,8.55,12.55,17,1.947,3.0,,,,6.0,2.0,,0 - 100,10
2021-07-01,Adan Yabaal,19.8,0.16,15.0,23.0,,33,,,,,,,,,0 - 100,2
2021-07-01,Balcad,30.34,0.34,,9.0,14.0,16,714.0,19.0,37.0,,,3.0,6.0,,0 - 100,6
2021-07-01,Cadale,31.23,0.2,,16.0,15.0,16,75.0,6.0,,,,1.0,1.0,,0 - 100,8
2021-07-01,Mogadishu,37.12,0.19,,9.95,11.3,13,13.822,172.0,19.0,,17.0,34.0,48.0,5700 - 5800,100 - 200,8
2021-07-01,Marka,33.55,0.44,48.0,11.292,10.292,15,5.457,12.0,17.0,,27.0,11.0,4.0,800 - 900,400 - 500,9
2021-07-01,Afgooye,28.04,0.3,,10.667,12.0,14,2.132,1.0,,,,23.0,22.0,1900 - 2000,4300 - 4400,5
2021-07-01,Baraawe,38.75,0.4,,,9.0,18,262.0,,,,3.0,,,,0 - 100,2
2021-07-01,Kurtunwaarey,34.43,0.51,,,11.5,18,,2.0,4.0,,2.0,,,0 - 100,200 - 300,6
2021-07-01,Qoryooley,30.86,0.45,15.0,11.0,10.5,16,127.0,,32.0,,1.0,2.0,3.0,0 - 100,200 - 300,7
2021-07-01,Sablaale,38.81,0.53,,,,,,,,,,,,,200 - 300,0
2021-07-01,Wanla Weyn,16.92,0.23,6.125,9.333,13.0,14.25,501.0,,,,,,,100 - 200,400 - 500,6
2021-07-01,Baydhaba,24.99,0.25,25.0,9.125,10.625,16,5.013,252.0,1.0,,209.0,7.0,4.0,400 - 500,700 - 800,9
2021-07-01,Buur Hakaba,26.1,0.28,,8.0,9.5,16.25,459.0,,,,,2.0,2.0,,0 - 100,7
2021-07-01,Diinsoor,22.74,0.32,35.0,7.125,9.125,25,,,,,,5.0,0.0,200 - 300,3100 - 3200,4
2021-07-01,Qansax Dheere,15.71,0.24,35.0,7.5,9.0,34.25,787.0,,16.0,,36.0,2.0,0.0,300 - 400,200 - 300,6
2021-07-01,Xudur,13.17,0.22,35.0,20.0,29.0,36.5,1.762,,,,,10.0,2.0,400 - 500,600 - 700,8
2021-07-01,Ceel Barde,12.25,0.22,40.0,35.0,35.0,40,185.0,,,,,,,300 - 400,300 - 400,5
2021-07-01,Tayeeglow,36.58,0.25,,8.375,9.125,18,,,,,,,,,100 - 200,3
2021-07-01,Waajid,13.26,0.19,,13.0,13.0,38,945.0,,,,,6.0,0.0,,0 - 100,5
2021-07-01,Rab Dhuure,45.08,0.17,,,,,181.0,,,,,,,,0 - 100,0
2021-07-01,Garbahaarey,7.95,0.18,,,,,2.586,,,,,1.0,1.0,100 - 200,100 - 200,3
2021-07-01,Baardheere,16.02,0.22,8.0,10.5,12.75,19,111.0,,,,,4.0,0.0,200 - 300,500 - 600,4
2021-07-01,Belet Xaawo,6.24,0.21,22.0,18.0,19.0,19.25,805.0,,,,,,,200 - 300,0 - 100,1
2021-07-01,Ceel Waaq,11.15,0.19,15.0,15.5,17.5,24.5,505.0,,,,,3.0,2.0,100 - 200,200 - 300,9
2021-07-01,Doolow,0.05,0.16,,,,,962.0,,,,,3.0,14.0,9200 - 9300,18400 - 18500,4
2021-07-01,Luuq,2.66,0.15,8.5,13.0,13.0,20.5,182.0,,,,,1.0,1.0,9400 - 9500,100 - 200,7
2021-07-01,Bu'aale,37.45,0.46,40.0,13.0,13.375,18,,,,,,,,,400 - 500,6
2021-07-01,Jilib,51.18,0.49,42.5,,12.75,20,,,,,,,,,200 - 300,6
2021-07-01,Saakow,22.91,0.28,42.5,13.25,14.0,19,,,,,,,,700 - 800,600 - 700,7
2021-07-01,Kismaayo,49.49,0.47,50.0,,15.5,14.25,1.805,5.0,19.0,,2.0,11.0,11.0,300 - 400,0 - 100,6
2021-07-01,Afmadow,28.09,0.38,18.0,,12.0,21,930.0,,,,,6.0,4.0,1500 - 1600,0 - 100,4
2021-07-01,Badhaadhe,38.79,0.59,,,,,,,,,,9.0,24.0,100 - 200,100 - 200,2
2021-07-01,Jamaame,41.11,0.47,10.0,,11.0,18.75,,,,,,1.0,15.0,300 - 400,600 - 700,8
2021-06-01,Borama,9.85,0.31,5.0,3.5,4.0,6.5,374.0,,,,,1.0,0.0,300 - 400,200 - 300,3
2021-06-01,Baki,3.56,0.21,,,,,384.0,,,,,,,100 - 200,100 - 200,1
2021-06-01,Lughaye,0.44,0.15,,6.5,,6.75,137.0,,,,,,,0 - 100,0 - 100,1
2021-06-01,Zeylac,1.65,0.14,5.0,5.0,,9,237.0,,,,,,,0 - 100,0 - 100,1
2021-06-01,Hargeysa,11.01,0.25,10.0,5.125,6.0,7,2.552,,,,,,,200 - 300,200 - 300,5
2021-06-01,Berbera,1.87,0.14,,,,,46.0,,,,,,,,0 - 100,0
2021-06-01,Gebiley,15.31,0.32,12.0,3.875,,8.5,895.0,,,,,2.0,0.0,,0 - 100,5
2021-06-01,Burco,6.29,0.31,10.0,6.0,6.0,5.625,27.0,,,,,,,100 - 200,100 - 200,3
2021-06-01,Buuhoodle,1.8,0.34,,,,,238.0,,,,,,,0 - 100,0 - 100,0
2021-06-01,Owdweyne,9.77,0.27,,,,,65.0,,,,,,,,0 - 100,1
2021-06-01,Sheikh,6.77,0.26,,,,,22.0,,,,,,,,0 - 100,1
2021-06-01,Laas Caanood,0.88,0.2,68.75,,,29,898.0,,,,,,,100 - 200,0 - 100,3
2021-06-01,Caynabo,5.14,0.27,,,,,248.0,,,,,,,100 - 200,100 - 200,1
2021-06-01,Taleex,2.93,0.17,,,,,356.0,,,,,,,0 - 100,0 - 100,1
2021-06-01,Xudun,2.45,0.2,,,,30.5,32.0,,,,,,,0 - 100,100 - 200,1
2021-06-01,Ceerigaabo,10.12,0.23,50.0,,,21.75,351.0,,,,,,,400 - 500,300 - 400,4
2021-06-01,Ceel Afweyn,6.88,0.2,,,,8,36.0,,,,,,,0 - 100,0 - 100,1
2021-06-01,Laasqoray,4.6,0.22,,,,,114.0,,,,,,,0 - 100,700 - 800,0
2021-06-01,Bossaso,3.87,0.19,15.0,37.75,,24.5,1.879,,,,,,,200 - 300,100 - 200,6
2021-06-01,Bandarbeyla,1.03,0.14,35.0,,,27.5,1.247,,,,,,,0 - 100,300 - 400,3
2021-06-01,Caluula,1.11,0.2,35.0,,,32,966.0,,,,,,,,100 - 200,4
2021-06-01,Iskushuban,1.2,0.16,30.0,,,26.5,1.12,,,,,,,100 - 200,200 - 300,3
2021-06-01,Qandala,3.44,0.22,,,,,43.0,,,,,3.0,3.0,,200 - 300,2
2021-06-01,Qardho,1.97,0.17,,,,,914.0,,,,,,,900 - 1000,200 - 300,1
2021-06-01,Garoowe,1.02,0.17,17.0,41.0,36.0,26.375,740.0,,,,,2.0,2.0,400 - 500,100 - 200,7
2021-06-01,Burtinle,1.48,0.23,,39.5,,27.25,302.0,,,,,,,100 - 200,400 - 500,2
2021-06-01,Eyl,1.26,0.17,,,,29.125,181.0,,,,,,,0 - 100,200 - 300,1
2021-06-01,Gaalkacyo,2.14,0.21,30.0,19.75,14.0,28,1.379,,72.0,,,4.0,12.0,3600 - 3700,100 - 200,6
2021-06-01,Galdogob,1.85,0.21,,,,,132.0,,,,,,,100 - 200,100 - 200,0
2021-06-01,Hobyo,1.62,0.18,,39.0,54.0,39,486.0,,,,,3.0,30.0,9900 - 10000,12900 - 13000,8
2021-06-01,Jariiban,1.83,0.19,,42.0,,29,24.0,,,,,,,,,2
2021-06-01,Xarardheere,3.76,0.21,7.5,8.5,13.25,18.25,57.0,,,,,,,,,2
