date,district,MAM_admissions,SAM_admissions
2019-08-01,Buuhoodle,0.0,77.0
2019-09-01,Buuhoodle,0.0,80.0
2019-10-01,Buuhoodle,0.0,55.0
2019-11-01,Buuhoodle,0.0,56.0
2019-12-01,Buuhoodle,535.0,113.0
2020-01-01,Buuhoodle,610.0,209.0
2020-02-01,Buuhoodle,580.0,344.0
2020-03-01,Buuhoodle,926.0,357.0
2020-04-01,Buuhoodle,766.0,463.0
2020-05-01,Buuhoodle,750.0,509.0
2020-06-01,Buuhoodle,716.0,534.0
2020-07-01,Buuhoodle,710.0,434.0
2020-08-01,Buuhoodle,778.0,499.0
2020-09-01,Buuhoodle,720.0,394.0
2020-10-01,Buuhoodle,816.0,399.0
2020-11-01,Buuhoodle,730.0,411.0
2020-12-01,Buuhoodle,750.0,340.0
2021-01-01,Buuhoodle,781.0,490.0
2021-02-01,Buuhoodle,752.0,390.0
2021-03-01,Buuhoodle,790.0,0.0
2021-04-01,Buuhoodle,473.0,0.0
2021-05-01,Buuhoodle,607.0,38.0
2021-06-01,Buuhoodle,1413.0,42.0
2021-07-01,Buuhoodle,465.0,38.0
2021-08-01,Buuhoodle,495.0,44.0
2021-09-01,Buuhoodle,454.0,27.0
2021-10-01,Buuhoodle,515.0,56.0
2021-11-01,Buuhoodle,0.0,111.0
2019-01-01,Buur Hakaba,0.0,255.0
2019-02-01,Buur Hakaba,0.0,138.0
2019-03-01,Buur Hakaba,0.0,263.0
2019-04-01,Buur Hakaba,0.0,252.0
2019-05-01,Buur Hakaba,0.0,347.0
2019-06-01,Buur Hakaba,0.0,434.0
2019-07-01,Buur Hakaba,0.0,233.0
2019-08-01,Buur Hakaba,0.0,169.0
2019-09-01,Buur Hakaba,347.0,242.0
2019-10-01,Buur Hakaba,0.0,0.0
2019-11-01,Buur Hakaba,238.0,275.0
2019-12-01,Buur Hakaba,213.0,323.0
2020-01-01,Buur Hakaba,445.0,339.0
2020-02-01,Buur Hakaba,825.0,443.0
2020-03-01,Buur Hakaba,957.0,385.0
2020-04-01,Buur Hakaba,415.0,166.0
2020-05-01,Buur Hakaba,332.0,178.0
2020-06-01,Buur Hakaba,319.0,201.0
2020-07-01,Buur Hakaba,237.0,116.0
2020-08-01,Buur Hakaba,333.0,164.0
2020-09-01,Buur Hakaba,324.0,164.0
2020-10-01,Buur Hakaba,315.0,147.0
2020-11-01,Buur Hakaba,291.0,162.0
2020-12-01,Buur Hakaba,263.0,160.0
2021-01-01,Buur Hakaba,352.0,195.0
2021-02-01,Buur Hakaba,327.0,155.0
2021-03-01,Buur Hakaba,341.0,156.0
2021-04-01,Buur Hakaba,322.0,178.0
2021-05-01,Buur Hakaba,368.0,218.0
2021-06-01,Buur Hakaba,385.0,260.0
2021-07-01,Buur Hakaba,266.0,193.0
2021-08-01,Buur Hakaba,369.0,241.0
2021-09-01,Buur Hakaba,291.0,278.0
2021-10-01,Buur Hakaba,269.0,282.0
2021-11-01,Buur Hakaba,249.0,309.0
2019-01-01,Cabudwaaq,0.0,188.0
2019-02-01,Cabudwaaq,126.0,0.0
2019-03-01,Cabudwaaq,97.0,88.0
2019-04-01,Cabudwaaq,,
2019-05-01,Cabudwaaq,0.0,36.0
2019-06-01,Cabudwaaq,0.0,81.0
2019-07-01,Cabudwaaq,,
2019-08-01,Cabudwaaq,0.0,0.0
2019-09-01,Cabudwaaq,,
2019-10-01,Cabudwaaq,,
2019-11-01,Cabudwaaq,456.0,0.0
2019-12-01,Cabudwaaq,,
2020-01-01,Cabudwaaq,2820.0,208.0
2020-02-01,Cabudwaaq,0.0,86.0
2020-03-01,Cabudwaaq,0.0,96.0
2020-04-01,Cabudwaaq,0.0,129.0
2020-05-01,Cabudwaaq,207.0,57.0
2020-06-01,Cabudwaaq,440.0,455.0
2020-07-01,Cabudwaaq,438.0,500.0
2020-08-01,Cabudwaaq,180.0,205.0
2020-09-01,Cabudwaaq,152.0,175.0
2020-10-01,Cabudwaaq,399.0,163.0
2020-11-01,Cabudwaaq,682.0,253.0
2020-12-01,Cabudwaaq,425.0,177.0
2021-01-01,Cabudwaaq,,
2021-02-01,Cabudwaaq,,
2021-03-01,Cabudwaaq,,
2021-04-01,Cabudwaaq,0.0,125.0
2021-05-01,Cabudwaaq,,
2021-06-01,Cabudwaaq,0.0,117.0
2021-07-01,Cabudwaaq,0.0,140.0
2021-08-01,Cabudwaaq,0.0,193.0
2021-09-01,Cabudwaaq,387.0,122.0
2021-10-01,Cabudwaaq,640.0,241.0
2021-11-01,Cabudwaaq,645.0,347.0
2019-01-01,Cadaado,427.0,47.0
2019-02-01,Cadaado,453.0,35.0
2019-03-01,Cadaado,370.0,72.0
2019-04-01,Cadaado,305.0,58.0
2019-05-01,Cadaado,201.0,62.0
2019-06-01,Cadaado,399.0,55.0
2019-07-01,Cadaado,320.0,47.0
2019-08-01,Cadaado,426.0,42.0
2019-09-01,Cadaado,409.0,47.0
2019-10-01,Cadaado,389.0,36.0
2019-11-01,Cadaado,239.0,95.0
2019-12-01,Cadaado,400.0,163.0
2020-01-01,Cadaado,263.0,73.0
2020-02-01,Cadaado,159.0,46.0
2020-03-01,Cadaado,629.0,41.0
2020-04-01,Cadaado,186.0,21.0
2020-05-01,Cadaado,187.0,33.0
2020-06-01,Cadaado,610.0,61.0
2020-07-01,Cadaado,419.0,107.0
2020-08-01,Cadaado,482.0,94.0
2020-09-01,Cadaado,221.0,34.0
2020-10-01,Cadaado,19.0,37.0
2020-11-01,Cadaado,239.0,31.0
2020-12-01,Cadaado,209.0,56.0
2021-01-01,Cadaado,252.0,45.0
2021-02-01,Cadaado,168.0,30.0
2021-03-01,Cadaado,190.0,41.0
2021-04-01,Cadaado,192.0,38.0
2021-05-01,Cadaado,257.0,50.0
2021-06-01,Cadaado,209.0,41.0
2021-07-01,Cadaado,136.0,43.0
2021-08-01,Cadaado,57.0,41.0
2021-09-01,Cadaado,0.0,64.0
2021-10-01,Cadaado,0.0,257.0
2021-11-01,Cadaado,0.0,304.0
2019-01-01,Cadale,,
2019-02-01,Cadale,182.0,18.0
2019-03-01,Cadale,158.0,10.0
2019-04-01,Cadale,81.0,0.0
2019-05-01,Cadale,152.0,0.0
2019-06-01,Cadale,136.0,0.0
2019-07-01,Cadale,,
2019-08-01,Cadale,,
2019-09-01,Cadale,,
2019-10-01,Cadale,,
2019-11-01,Cadale,,
2019-12-01,Cadale,250.0,58.0
2020-01-01,Cadale,403.0,138.0
2020-02-01,Cadale,321.0,336.0
2020-03-01,Cadale,88.0,126.0
2020-04-01,Cadale,6.0,69.0
2020-05-01,Cadale,297.0,137.0
2020-06-01,Cadale,508.0,367.0
2020-07-01,Cadale,757.0,319.0
2020-08-01,Cadale,149.0,180.0
2020-09-01,Cadale,160.0,168.0
2020-10-01,Cadale,140.0,24.0
2020-11-01,Cadale,80.0,16.0
2020-12-01,Cadale,,
2021-01-01,Cadale,81.0,19.0
2021-02-01,Cadale,28.0,11.0
2021-03-01,Cadale,104.0,21.0
2021-04-01,Cadale,68.0,13.0
2021-05-01,Cadale,266.0,14.0
2021-06-01,Cadale,362.0,15.0
2021-07-01,Cadale,100.0,16.0
2021-08-01,Cadale,77.0,13.0
2021-09-01,Cadale,131.0,15.0
2021-10-01,Cadale,261.0,20.0
2021-11-01,Cadale,169.0,17.0
2019-01-01,Caluula,0.0,58.0
2019-02-01,Caluula,0.0,27.0
2019-03-01,Caluula,,
2019-04-01,Caluula,876.0,15.0
2019-05-01,Caluula,0.0,50.0
2019-06-01,Caluula,0.0,31.0
2019-07-01,Caluula,0.0,32.0
2019-08-01,Caluula,0.0,34.0
2019-09-01,Caluula,0.0,31.0
2019-10-01,Caluula,0.0,32.0
2019-11-01,Caluula,,
2019-12-01,Caluula,271.0,34.0
2020-01-01,Caluula,379.0,34.0
2020-02-01,Caluula,847.0,47.0
2020-03-01,Caluula,0.0,29.0
2020-04-01,Caluula,752.0,23.0
2020-05-01,Caluula,344.0,37.0
2020-06-01,Caluula,742.0,39.0
2020-07-01,Caluula,0.0,37.0
2020-08-01,Caluula,0.0,41.0
2020-09-01,Caluula,0.0,53.0
2020-10-01,Caluula,0.0,37.0
2020-11-01,Caluula,0.0,44.0
2020-12-01,Caluula,0.0,64.0
2021-01-01,Caluula,722.0,36.0
2021-02-01,Caluula,684.0,38.0
2021-03-01,Caluula,1058.0,56.0
2021-04-01,Caluula,347.0,46.0
2021-05-01,Caluula,1206.0,52.0
2021-06-01,Caluula,918.0,48.0
2021-07-01,Caluula,895.0,57.0
2021-08-01,Caluula,718.0,56.0
2021-09-01,Caluula,738.0,59.0
2021-10-01,Caluula,736.0,63.0
2021-11-01,Caluula,186.0,55.0
2019-01-01,Caynabo,58.0,4.0
2019-02-01,Caynabo,108.0,12.0
2019-03-01,Caynabo,115.0,80.0
2019-04-01,Caynabo,94.0,26.0
2019-05-01,Caynabo,243.0,60.0
2019-06-01,Caynabo,110.0,28.0
2019-07-01,Caynabo,158.0,131.0
2019-08-01,Caynabo,94.0,54.0
2019-09-01,Caynabo,509.0,84.0
2019-10-01,Caynabo,140.0,51.0
2019-11-01,Caynabo,182.0,103.0
2019-12-01,Caynabo,165.0,94.0
2020-01-01,Caynabo,327.0,42.0
2020-02-01,Caynabo,478.0,54.0
2020-03-01,Caynabo,203.0,52.0
2020-04-01,Caynabo,331.0,80.0
2020-05-01,Caynabo,156.0,91.0
2020-06-01,Caynabo,557.0,77.0
2020-07-01,Caynabo,828.0,85.0
2020-08-01,Caynabo,420.0,104.0
2020-09-01,Caynabo,422.0,114.0
2020-10-01,Caynabo,436.0,118.0
2020-11-01,Caynabo,207.0,124.0
2020-12-01,Caynabo,517.0,66.0
2021-01-01,Caynabo,215.0,65.0
2021-02-01,Caynabo,395.0,94.0
2021-03-01,Caynabo,269.0,99.0
2021-04-01,Caynabo,768.0,132.0
2021-05-01,Caynabo,738.0,110.0
2021-06-01,Caynabo,579.0,185.0
2021-07-01,Caynabo,425.0,124.0
2021-08-01,Caynabo,726.0,131.0
2021-09-01,Caynabo,613.0,117.0
2021-10-01,Caynabo,430.0,121.0
2021-11-01,Caynabo,556.0,98.0
2019-01-01,Ceel Afweyn,150.0,38.0
2019-02-01,Ceel Afweyn,1307.0,20.0
2019-03-01,Ceel Afweyn,0.0,14.0
2019-04-01,Ceel Afweyn,2242.0,23.0
2019-05-01,Ceel Afweyn,996.0,2.0
2019-06-01,Ceel Afweyn,222.0,11.0
2019-07-01,Ceel Afweyn,15.0,6.0
2019-08-01,Ceel Afweyn,2600.0,14.0
2019-09-01,Ceel Afweyn,308.0,11.0
2019-10-01,Ceel Afweyn,584.0,256.0
2019-11-01,Ceel Afweyn,500.0,132.0
2019-12-01,Ceel Afweyn,1495.0,116.0
2020-01-01,Ceel Afweyn,550.0,22.0
2020-02-01,Ceel Afweyn,78.0,20.0
2020-03-01,Ceel Afweyn,272.0,15.0
2020-04-01,Ceel Afweyn,360.0,17.0
2020-05-01,Ceel Afweyn,158.0,26.0
2020-06-01,Ceel Afweyn,390.0,24.0
2020-07-01,Ceel Afweyn,259.0,25.0
2020-08-01,Ceel Afweyn,294.0,21.0
2020-09-01,Ceel Afweyn,0.0,27.0
2020-10-01,Ceel Afweyn,306.0,18.0
2020-11-01,Ceel Afweyn,0.0,123.0
2020-12-01,Ceel Afweyn,184.0,18.0
2021-01-01,Ceel Afweyn,372.0,36.0
2021-02-01,Ceel Afweyn,306.0,41.0
2021-03-01,Ceel Afweyn,332.0,67.0
2021-04-01,Ceel Afweyn,215.0,46.0
2021-05-01,Ceel Afweyn,331.0,56.0
2021-06-01,Ceel Afweyn,164.0,73.0
2021-07-01,Ceel Afweyn,257.0,85.0
2021-08-01,Ceel Afweyn,345.0,57.0
2021-09-01,Ceel Afweyn,233.0,74.0
2021-10-01,Ceel Afweyn,145.0,53.0
2021-11-01,Ceel Afweyn,98.0,34.0
2019-01-01,Ceel Barde,274.0,493.0
2019-02-01,Ceel Barde,227.0,106.0
2019-03-01,Ceel Barde,175.0,170.0
2019-04-01,Ceel Barde,200.0,665.0
2019-05-01,Ceel Barde,154.0,306.0
2019-06-01,Ceel Barde,131.0,269.0
2019-07-01,Ceel Barde,126.0,379.0
2019-08-01,Ceel Barde,117.0,180.0
2019-09-01,Ceel Barde,123.0,537.0
2019-10-01,Ceel Barde,113.0,321.0
2019-11-01,Ceel Barde,184.0,186.0
2019-12-01,Ceel Barde,197.0,275.0
2020-01-01,Ceel Barde,258.0,716.0
2020-02-01,Ceel Barde,173.0,534.0
2020-03-01,Ceel Barde,274.0,484.0
2020-04-01,Ceel Barde,175.0,468.0
2020-05-01,Ceel Barde,0.0,487.0
2020-06-01,Ceel Barde,0.0,585.0
2020-07-01,Ceel Barde,0.0,535.0
2020-08-01,Ceel Barde,0.0,380.0
2020-09-01,Ceel Barde,0.0,397.0
2020-10-01,Ceel Barde,0.0,373.0
2020-11-01,Ceel Barde,0.0,374.0
2020-12-01,Ceel Barde,0.0,337.0
2021-01-01,Ceel Barde,0.0,297.0
2021-02-01,Ceel Barde,0.0,389.0
2021-03-01,Ceel Barde,292.0,248.0
2021-04-01,Ceel Barde,89.0,110.0
2021-05-01,Ceel Barde,209.0,244.0
2021-06-01,Ceel Barde,988.0,253.0
2021-07-01,Ceel Barde,0.0,185.0
2021-08-01,Ceel Barde,0.0,192.0
2021-09-01,Ceel Barde,0.0,194.0
2021-10-01,Ceel Barde,203.0,106.0
2021-11-01,Ceel Barde,0.0,191.0
2019-01-01,Ceel Buur,0.0,288.0
2019-02-01,Ceel Buur,0.0,205.0
2019-03-01,Ceel Buur,0.0,284.0
2019-04-01,Ceel Buur,0.0,304.0
2019-05-01,Ceel Buur,0.0,264.0
2019-06-01,Ceel Buur,0.0,658.0
2019-07-01,Ceel Buur,0.0,695.0
2019-08-01,Ceel Buur,0.0,352.0
2019-09-01,Ceel Buur,,
2019-10-01,Ceel Buur,,
2019-11-01,Ceel Buur,140.0,144.0
2019-12-01,Ceel Buur,95.0,140.0
2020-01-01,Ceel Buur,130.0,248.0
2020-02-01,Ceel Buur,231.0,167.0
2020-03-01,Ceel Buur,232.0,259.0
2020-04-01,Ceel Buur,247.0,93.0
2020-05-01,Ceel Buur,219.0,116.0
2020-06-01,Ceel Buur,167.0,90.0
2020-07-01,Ceel Buur,252.0,124.0
2020-08-01,Ceel Buur,241.0,94.0
2020-09-01,Ceel Buur,595.0,257.0
2020-10-01,Ceel Buur,206.0,97.0
2020-11-01,Ceel Buur,,
2020-12-01,Ceel Buur,,
2021-01-01,Ceel Buur,,
2021-02-01,Ceel Buur,157.0,123.0
2021-03-01,Ceel Buur,379.0,178.0
2021-04-01,Ceel Buur,403.0,214.0
2021-05-01,Ceel Buur,443.0,173.0
2021-06-01,Ceel Buur,371.0,156.0
2021-07-01,Ceel Buur,322.0,132.0
2021-08-01,Ceel Buur,,
2021-09-01,Ceel Buur,82.0,71.0
2021-10-01,Ceel Buur,422.0,166.0
2021-11-01,Ceel Buur,370.0,241.0
2019-01-01,Ceel Dheere,163.0,148.0
2019-02-01,Ceel Dheere,162.0,256.0
2019-03-01,Ceel Dheere,181.0,197.0
2019-04-01,Ceel Dheere,155.0,208.0
2019-05-01,Ceel Dheere,171.0,220.0
2019-06-01,Ceel Dheere,181.0,157.0
2019-07-01,Ceel Dheere,,
2019-08-01,Ceel Dheere,,
2019-09-01,Ceel Dheere,0.0,0.0
2019-10-01,Ceel Dheere,164.0,106.0
2019-11-01,Ceel Dheere,140.0,85.0
2019-12-01,Ceel Dheere,195.0,85.0
2020-01-01,Ceel Dheere,142.0,70.0
2020-02-01,Ceel Dheere,101.0,104.0
2020-03-01,Ceel Dheere,140.0,93.0
2020-04-01,Ceel Dheere,142.0,76.0
2020-05-01,Ceel Dheere,144.0,69.0
2020-06-01,Ceel Dheere,139.0,64.0
2020-07-01,Ceel Dheere,147.0,91.0
2020-08-01,Ceel Dheere,238.0,141.0
2020-09-01,Ceel Dheere,287.0,155.0
2020-10-01,Ceel Dheere,267.0,143.0
2020-11-01,Ceel Dheere,289.0,139.0
2020-12-01,Ceel Dheere,196.0,108.0
2021-01-01,Ceel Dheere,230.0,108.0
2021-02-01,Ceel Dheere,235.0,130.0
2021-03-01,Ceel Dheere,210.0,110.0
2021-04-01,Ceel Dheere,190.0,103.0
2021-05-01,Ceel Dheere,161.0,98.0
2021-06-01,Ceel Dheere,323.0,152.0
2021-07-01,Ceel Dheere,206.0,121.0
2021-08-01,Ceel Dheere,181.0,91.0
2021-09-01,Ceel Dheere,135.0,87.0
2021-10-01,Ceel Dheere,,
2021-11-01,Ceel Dheere,,
2019-01-01,Ceel Waaq,0.0,477.0
2019-02-01,Ceel Waaq,0.0,718.0
2019-03-01,Ceel Waaq,0.0,788.0
2019-04-01,Ceel Waaq,0.0,1376.0
2019-05-01,Ceel Waaq,0.0,1572.0
2019-06-01,Ceel Waaq,0.0,1625.0
2019-07-01,Ceel Waaq,0.0,93.0
2019-08-01,Ceel Waaq,0.0,175.0
2019-09-01,Ceel Waaq,0.0,163.0
2019-10-01,Ceel Waaq,0.0,128.0
2019-11-01,Ceel Waaq,0.0,144.0
2019-12-01,Ceel Waaq,0.0,106.0
2020-01-01,Ceel Waaq,0.0,80.0
2020-02-01,Ceel Waaq,0.0,42.0
2020-03-01,Ceel Waaq,0.0,33.0
2020-04-01,Ceel Waaq,0.0,23.0
2020-05-01,Ceel Waaq,0.0,33.0
2020-06-01,Ceel Waaq,,
2020-07-01,Ceel Waaq,0.0,51.0
2020-08-01,Ceel Waaq,0.0,67.0
2020-09-01,Ceel Waaq,0.0,160.0
2020-10-01,Ceel Waaq,0.0,114.0
2020-11-01,Ceel Waaq,0.0,171.0
2020-12-01,Ceel Waaq,0.0,80.0
2021-01-01,Ceel Waaq,0.0,95.0
2021-02-01,Ceel Waaq,0.0,58.0
2021-03-01,Ceel Waaq,0.0,160.0
2021-04-01,Ceel Waaq,0.0,243.0
2021-05-01,Ceel Waaq,203.0,220.0
2021-06-01,Ceel Waaq,202.0,39.0
2021-07-01,Ceel Waaq,136.0,323.0
2021-08-01,Ceel Waaq,113.0,337.0
2021-09-01,Ceel Waaq,174.0,328.0
2021-10-01,Ceel Waaq,222.0,355.0
2021-11-01,Ceel Waaq,209.0,325.0
2019-01-01,Ceerigaabo,237.0,64.0
2019-02-01,Ceerigaabo,849.0,12.0
2019-03-01,Ceerigaabo,189.0,50.0
2019-04-01,Ceerigaabo,124.0,64.0
2019-05-01,Ceerigaabo,129.0,68.0
2019-06-01,Ceerigaabo,541.0,70.0
2019-07-01,Ceerigaabo,129.0,107.0
2019-08-01,Ceerigaabo,286.0,518.0
2019-09-01,Ceerigaabo,539.0,255.0
2019-10-01,Ceerigaabo,222.0,169.0
2019-11-01,Ceerigaabo,177.0,113.0
2019-12-01,Ceerigaabo,56.0,204.0
2020-01-01,Ceerigaabo,161.0,178.0
2020-02-01,Ceerigaabo,173.0,86.0
2020-03-01,Ceerigaabo,262.0,141.0
2020-04-01,Ceerigaabo,178.0,149.0
2020-05-01,Ceerigaabo,398.0,154.0
2020-06-01,Ceerigaabo,117.0,94.0
2020-07-01,Ceerigaabo,183.0,131.0
2020-08-01,Ceerigaabo,215.0,151.0
2020-09-01,Ceerigaabo,239.0,113.0
2020-10-01,Ceerigaabo,163.0,134.0
2020-11-01,Ceerigaabo,156.0,141.0
2020-12-01,Ceerigaabo,751.0,133.0
2021-01-01,Ceerigaabo,586.0,151.0
2021-02-01,Ceerigaabo,1017.0,140.0
2021-03-01,Ceerigaabo,364.0,74.0
2021-04-01,Ceerigaabo,362.0,77.0
2021-05-01,Ceerigaabo,535.0,154.0
2021-06-01,Ceerigaabo,423.0,93.0
2021-07-01,Ceerigaabo,304.0,87.0
2021-08-01,Ceerigaabo,630.0,144.0
2021-09-01,Ceerigaabo,490.0,121.0
2021-10-01,Ceerigaabo,698.0,157.0
2021-11-01,Ceerigaabo,396.0,175.0
2019-01-01,Dhuusamarreeb,0.0,478.0
2019-02-01,Dhuusamarreeb,0.0,278.0
2019-03-01,Dhuusamarreeb,0.0,412.0
2019-04-01,Dhuusamarreeb,0.0,326.0
2019-05-01,Dhuusamarreeb,,
2019-06-01,Dhuusamarreeb,0.0,107.0
2019-07-01,Dhuusamarreeb,0.0,85.0
2019-08-01,Dhuusamarreeb,0.0,107.0
2019-09-01,Dhuusamarreeb,113.0,227.0
2019-10-01,Dhuusamarreeb,269.0,343.0
2019-11-01,Dhuusamarreeb,85.0,499.0
2019-12-01,Dhuusamarreeb,86.0,364.0
2020-01-01,Dhuusamarreeb,81.0,417.0
2020-02-01,Dhuusamarreeb,79.0,235.0
2020-03-01,Dhuusamarreeb,87.0,456.0
2020-04-01,Dhuusamarreeb,0.0,83.0
2020-05-01,Dhuusamarreeb,0.0,119.0
2020-06-01,Dhuusamarreeb,71.0,94.0
2020-07-01,Dhuusamarreeb,0.0,0.0
2020-08-01,Dhuusamarreeb,2026.0,166.0
2020-09-01,Dhuusamarreeb,52.0,219.0
2020-10-01,Dhuusamarreeb,758.0,72.0
2020-11-01,Dhuusamarreeb,405.0,92.0
2020-12-01,Dhuusamarreeb,,
2021-01-01,Dhuusamarreeb,613.0,175.0
2021-02-01,Dhuusamarreeb,643.0,169.0
2021-03-01,Dhuusamarreeb,879.0,191.0
2021-04-01,Dhuusamarreeb,1046.0,348.0
2021-05-01,Dhuusamarreeb,703.0,305.0
2021-06-01,Dhuusamarreeb,990.0,457.0
2021-07-01,Dhuusamarreeb,688.0,143.0
2021-08-01,Dhuusamarreeb,275.0,165.0
2021-09-01,Dhuusamarreeb,1723.0,680.0
2021-10-01,Dhuusamarreeb,1126.0,1091.0
2021-11-01,Dhuusamarreeb,2646.0,976.0
2019-01-01,Diinsoor,30.0,60.0
2019-02-01,Diinsoor,203.0,27.0
2019-03-01,Diinsoor,12.0,20.0
2019-04-01,Diinsoor,35.0,45.0
2019-05-01,Diinsoor,0.0,10.0
2019-06-01,Diinsoor,150.0,187.0
2019-07-01,Diinsoor,,
2019-08-01,Diinsoor,,
2019-09-01,Diinsoor,277.0,137.0
2019-10-01,Diinsoor,,
2019-11-01,Diinsoor,0.0,573.0
2019-12-01,Diinsoor,0.0,444.0
2020-01-01,Diinsoor,0.0,479.0
2020-02-01,Diinsoor,39.0,776.0
2020-03-01,Diinsoor,132.0,419.0
2020-04-01,Diinsoor,251.0,504.0
2020-05-01,Diinsoor,0.0,842.0
2020-06-01,Diinsoor,0.0,557.0
2020-07-01,Diinsoor,0.0,0.0
2020-08-01,Diinsoor,0.0,0.0
2020-09-01,Diinsoor,0.0,0.0
2020-10-01,Diinsoor,0.0,0.0
2020-11-01,Diinsoor,0.0,0.0
2020-12-01,Diinsoor,0.0,0.0
2021-01-01,Diinsoor,150.0,83.0
2021-02-01,Diinsoor,54.0,24.0
2021-03-01,Diinsoor,54.0,13.0
2021-04-01,Diinsoor,69.0,48.0
2021-05-01,Diinsoor,35.0,82.0
2021-06-01,Diinsoor,69.0,472.0
2021-07-01,Diinsoor,48.0,242.0
2021-08-01,Diinsoor,24.0,435.0
2021-09-01,Diinsoor,35.0,227.0
2021-10-01,Diinsoor,156.0,239.0
2021-11-01,Diinsoor,145.0,204.0
2019-01-01,Doolow,868.0,621.0
2019-02-01,Doolow,1172.0,548.0
2019-03-01,Doolow,936.0,449.0
2019-04-01,Doolow,920.0,465.0
2019-05-01,Doolow,695.0,384.0
2019-06-01,Doolow,1235.0,769.0
2019-07-01,Doolow,823.0,514.0
2019-08-01,Doolow,1112.0,490.0
2019-09-01,Doolow,655.0,335.0
2019-10-01,Doolow,798.0,532.0
2019-11-01,Doolow,1076.0,537.0
2019-12-01,Doolow,898.0,530.0
2020-01-01,Doolow,383.0,376.0
2020-02-01,Doolow,689.0,465.0
2020-03-01,Doolow,504.0,424.0
2020-04-01,Doolow,653.0,497.0
2020-05-01,Doolow,642.0,727.0
2020-06-01,Doolow,719.0,499.0
2020-07-01,Doolow,1117.0,466.0
2020-08-01,Doolow,1003.0,513.0
2020-09-01,Doolow,648.0,378.0
2020-10-01,Doolow,836.0,500.0
2020-11-01,Doolow,625.0,456.0
2020-12-01,Doolow,1055.0,607.0
2021-01-01,Doolow,857.0,519.0
2021-02-01,Doolow,834.0,430.0
2021-03-01,Doolow,1180.0,487.0
2021-04-01,Doolow,1113.0,566.0
2021-05-01,Doolow,933.0,479.0
2021-06-01,Doolow,1222.0,607.0
2021-07-01,Doolow,668.0,379.0
2021-08-01,Doolow,1063.0,514.0
2021-09-01,Doolow,968.0,392.0
2021-10-01,Doolow,1075.0,558.0
2021-11-01,Doolow,949.0,493.0
2019-01-01,Eyl,152.0,220.0
2019-02-01,Eyl,93.0,105.0
2019-03-01,Eyl,49.0,121.0
2019-04-01,Eyl,93.0,153.0
2019-05-01,Eyl,402.0,200.0
2019-06-01,Eyl,5.0,136.0
2019-07-01,Eyl,0.0,108.0
2019-08-01,Eyl,0.0,204.0
2019-09-01,Eyl,0.0,158.0
2019-10-01,Eyl,0.0,270.0
2019-11-01,Eyl,0.0,229.0
2019-12-01,Eyl,0.0,203.0
2020-01-01,Eyl,0.0,169.0
2020-02-01,Eyl,353.0,123.0
2020-03-01,Eyl,173.0,343.0
2020-04-01,Eyl,149.0,239.0
2020-05-01,Eyl,134.0,344.0
2020-06-01,Eyl,109.0,397.0
2020-07-01,Eyl,170.0,442.0
2020-08-01,Eyl,270.0,225.0
2020-09-01,Eyl,218.0,440.0
2020-10-01,Eyl,298.0,286.0
2020-11-01,Eyl,177.0,303.0
2020-12-01,Eyl,147.0,230.0
2021-01-01,Eyl,120.0,204.0
2021-02-01,Eyl,0.0,248.0
2021-03-01,Eyl,103.0,231.0
2021-04-01,Eyl,110.0,48.0
2021-05-01,Eyl,142.0,100.0
2021-06-01,Eyl,110.0,138.0
2021-07-01,Eyl,100.0,250.0
2021-08-01,Eyl,345.0,238.0
2021-09-01,Eyl,0.0,362.0
2021-10-01,Eyl,184.0,298.0
2021-11-01,Eyl,0.0,146.0
2019-01-01,Gaalkacyo,0.0,427.0
2019-02-01,Gaalkacyo,0.0,301.0
2019-03-01,Gaalkacyo,0.0,191.0
2019-04-01,Gaalkacyo,0.0,229.0
2019-05-01,Gaalkacyo,0.0,176.0
2019-06-01,Gaalkacyo,0.0,270.0
2019-07-01,Gaalkacyo,0.0,326.0
2019-08-01,Gaalkacyo,0.0,167.0
2019-09-01,Gaalkacyo,0.0,244.0
2019-10-01,Gaalkacyo,0.0,382.0
2019-11-01,Gaalkacyo,1325.0,378.0
2019-12-01,Gaalkacyo,58.0,517.0
2020-01-01,Gaalkacyo,1424.0,349.0
2020-02-01,Gaalkacyo,20.0,234.0
2020-03-01,Gaalkacyo,19.0,279.0
2020-04-01,Gaalkacyo,107.0,306.0
2020-05-01,Gaalkacyo,816.0,246.0
2020-06-01,Gaalkacyo,131.0,339.0
2020-07-01,Gaalkacyo,7919.0,420.0
2020-08-01,Gaalkacyo,8054.0,267.0
2020-09-01,Gaalkacyo,4785.0,432.0
2020-10-01,Gaalkacyo,4763.0,306.0
2020-11-01,Gaalkacyo,295.0,321.0
2020-12-01,Gaalkacyo,3476.0,328.0
2021-01-01,Gaalkacyo,4245.0,283.0
2021-02-01,Gaalkacyo,406.0,518.0
2021-03-01,Gaalkacyo,5484.0,521.0
2021-04-01,Gaalkacyo,1208.0,366.0
2021-05-01,Gaalkacyo,2985.0,539.0
2021-06-01,Gaalkacyo,771.0,730.0
2021-07-01,Gaalkacyo,318.0,495.0
2021-08-01,Gaalkacyo,238.0,252.0
2021-09-01,Gaalkacyo,2832.0,255.0
2021-10-01,Gaalkacyo,5020.0,366.0
2021-11-01,Gaalkacyo,774.0,625.0
2019-01-01,Galdogob,0.0,81.0
